"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C02_001E","S1901_C02_001M","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C01_002E","S1901_C01_002M","S1901_C02_002E","S1901_C02_002M","S1901_C03_002E","S1901_C03_002M","S1901_C04_002E","S1901_C04_002M","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C03_003E","S1901_C03_003M","S1901_C04_003E","S1901_C04_003M","S1901_C01_004E","S1901_C01_004M","S1901_C02_004E","S1901_C02_004M","S1901_C03_004E","S1901_C03_004M","S1901_C04_004E","S1901_C04_004M","S1901_C01_005E","S1901_C01_005M","S1901_C02_005E","S1901_C02_005M","S1901_C03_005E","S1901_C03_005M","S1901_C04_005E","S1901_C04_005M","S1901_C01_006E","S1901_C01_006M","S1901_C02_006E","S1901_C02_006M","S1901_C03_006E","S1901_C03_006M","S1901_C04_006E","S1901_C04_006M","S1901_C01_007E","S1901_C01_007M","S1901_C02_007E","S1901_C02_007M","S1901_C03_007E","S1901_C03_007M","S1901_C04_007E","S1901_C04_007M","S1901_C01_008E","S1901_C01_008M","S1901_C02_008E","S1901_C02_008M","S1901_C03_008E","S1901_C03_008M","S1901_C04_008E","S1901_C04_008M","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010E","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C01_011E","S1901_C01_011M","S1901_C02_011E","S1901_C02_011M","S1901_C03_011E","S1901_C03_011M","S1901_C04_011E","S1901_C04_011M","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C03_012E","S1901_C03_012M","S1901_C04_012E","S1901_C04_012M","S1901_C01_013E","S1901_C01_013M","S1901_C02_013E","S1901_C02_013M","S1901_C03_013E","S1901_C03_013M","S1901_C04_013E","S1901_C04_013M","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C04_014M","S1901_C01_015E","S1901_C01_015M","S1901_C02_015E","S1901_C02_015M","S1901_C03_015E","S1901_C03_015M","S1901_C04_015E","S1901_C04_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M"
"0500000US12071","Lee County, Florida","271861","2297","178334","2461","139090","2019","93527","1929","6.2","0.4","4.1","0.4","2.3","0.3","11.3","0.8","4.2","0.3","2.6","0.3","1.6","0.3","7.9","0.7","9.7","0.5","6.6","0.4","4.8","0.4","16.4","1.0","10.7","0.4","9.2","0.5","7.4","0.5","14.4","0.8","14.4","0.5","14.3","0.6","13.5","0.7","14.5","0.6","19.9","0.6","20.5","0.7","20.6","0.8","17.7","0.9","12.3","0.4","14.7","0.5","16.4","0.7","7.2","0.6","12.6","0.4","15.3","0.6","18.0","0.7","6.6","0.6","4.7","0.2","5.9","0.3","7.1","0.4","1.7","0.3","5.2","0.3","6.7","0.4","8.2","0.5","2.2","0.3","54691","759","64987","1006","74681","1016","34911","993","77846","1236","89705","1614","101135","1905","52082","1546","35.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.4","(X)"
"0500000US12073","Leon County, Florida","112918","891","61395","1003","42698","900","51523","993","9.5","0.6","4.4","0.7","1.3","0.3","16.3","1.1","4.7","0.5","2.6","0.5","1.2","0.3","7.6","0.9","9.8","0.6","6.4","0.7","2.9","0.5","14.2","1.1","10.5","0.6","7.9","0.8","3.9","0.5","14.5","1.0","14.4","0.8","11.3","0.9","8.5","1.0","17.8","1.2","15.9","0.8","16.3","1.0","16.8","1.1","15.2","1.1","12.1","0.7","16.0","0.9","18.8","1.3","6.9","0.8","12.6","0.6","18.9","1.1","24.1","1.3","5.0","0.7","5.3","0.3","8.1","0.6","11.1","0.8","1.4","0.4","5.1","0.4","8.2","0.7","11.3","1.0","1.2","0.3","51201","978","76322","1554","94315","2497","32827","1203","73745","1755","96769","2867","118398","3680","43443","1344","36.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.2","(X)"
"0500000US12075","Levy County, Florida","16433","360","10304","411","7505","466","6129","459","7.8","1.2","5.6","1.4","2.5","1.2","13.1","2.6","9.1","1.6","4.8","1.3","3.1","1.2","17.1","3.5","18.0","2.4","15.2","3.1","12.8","2.9","24.6","4.1","11.7","1.4","9.1","1.4","7.8","1.8","16.9","3.2","15.8","2.1","17.0","2.5","17.5","2.8","12.7","3.2","19.1","2.1","23.5","2.9","25.5","3.4","10.5","2.5","9.3","1.5","12.4","2.1","15.1","3.0","3.7","1.7","6.0","1.2","8.0","1.6","9.8","1.9","0.8","0.5","1.8","0.8","2.6","1.1","3.5","1.6","0.4","0.6","1.3","0.5","2.0","0.8","2.2","1.0","0.1","0.2","37634","1760","48350","3372","54790","3976","22647","1971","50782","3061","61595","4713","69952","6227","29357","2062","46.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","47.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.3","(X)"
"0500000US12077","Liberty County, Florida","2381","263","1635","190","1110","171","746","163","9.7","4.5","6.1","5.2","1.5","2.3","17.4","7.9","4.3","1.9","2.5","1.7","2.4","2.3","8.2","5.4","12.1","4.1","6.5","3.3","5.8","3.8","26.5","8.9","19.3","5.2","21.8","7.2","21.2","8.7","12.9","5.5","17.9","4.4","15.0","5.1","9.3","4.5","24.1","9.7","13.4","4.7","16.4","6.5","17.1","7.8","6.3","6.4","8.4","3.5","11.9","5.0","16.2","6.9","1.1","1.7","11.4","3.8","14.7","5.2","19.1","6.3","2.7","2.7","3.1","2.3","4.2","3.4","6.1","5.0","0.8","1.5","0.6","0.5","0.9","0.8","1.3","1.2","0.0","5.2","37363","4408","48153","14076","62308","8944","24167","6126","52360","5136","61959","6608","N","N","30121","5240","44.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","48.4","(X)"
"0500000US12079","Madison County, Florida","6682","226","4356","242","2941","263","2326","237","13.4","2.5","8.3","2.7","6.2","2.9","22.8","5.5","10.3","2.1","4.5","2.1","1.9","1.8","22.8","4.7","15.9","2.9","12.9","3.9","9.4","4.1","20.5","5.7","9.6","2.3","10.0","2.6","9.5","3.2","9.8","3.6","15.8","2.9","19.5","3.9","13.9","4.6","10.0","3.7","15.1","2.8","18.8","3.5","23.5","5.0","6.8","3.2","8.8","2.2","10.7","3.2","14.1","4.1","3.9","2.6","6.7","2.0","9.6","2.8","13.4","3.9","1.8","1.7","2.7","1.4","3.7","2.0","5.5","2.9","0.5","0.7","1.7","0.8","2.0","1.0","2.6","1.4","1.2","1.4","35509","2374","45609","4992","58206","7768","17500","2977","50429","4125","59227","5256","N","N","32436","7031","32.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.4","(X)"
"0500000US12081","Manatee County, Florida","143652","1377","94718","1544","74706","1496","48934","1287","5.3","0.5","3.2","0.4","1.9","0.4","10.3","1.2","4.4","0.4","2.3","0.4","1.2","0.3","9.0","1.0","9.9","0.6","6.1","0.5","4.1","0.5","17.8","1.2","10.9","0.6","9.0","0.6","7.9","0.8","15.2","1.2","14.4","0.7","14.0","0.8","12.5","1.0","16.1","1.2","18.5","0.7","19.9","0.9","19.4","1.0","14.5","1.0","11.8","0.6","13.5","0.7","14.9","0.8","7.5","0.9","14.5","0.6","18.5","0.8","21.9","1.0","6.3","0.7","5.2","0.4","7.0","0.6","8.3","0.7","1.5","0.3","5.0","0.4","6.4","0.5","7.9","0.6","1.8","0.4","56036","1101","68367","1760","79328","1784","33171","1217","78296","1495","92184","2130","102975","2643","48541","1691","37.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.6","(X)"
"0500000US12083","Marion County, Florida","136514","1543","88139","1686","66169","1518","48375","1618","7.1","0.5","4.6","0.7","2.1","0.5","13.4","1.3","5.5","0.5","3.2","0.5","2.6","0.5","9.6","1.2","13.2","0.7","9.7","0.8","6.8","0.9","20.4","1.4","13.8","0.7","12.3","0.9","11.0","0.9","17.2","1.3","16.6","0.8","17.0","0.9","16.8","1.1","15.9","1.4","19.8","0.9","22.7","1.1","24.1","1.2","13.2","1.4","10.3","0.6","13.0","0.9","15.3","1.0","4.6","0.7","8.8","0.7","11.5","1.0","13.9","1.2","3.2","0.7","2.5","0.3","3.1","0.4","3.7","0.5","1.1","0.4","2.4","0.4","3.0","0.5","3.6","0.6","1.2","0.4","43361","929","53090","939","60243","1769","28277","1174","58779","1414","68059","1954","75868","2398","39186","1837","35.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.4","(X)"
"0500000US12085","Martin County, Florida","63865","985","38818","834","31555","811","25047","990","5.3","0.7","3.0","0.7","2.1","0.7","9.2","1.5","3.8","0.5","1.9","0.5","0.8","0.2","7.5","1.3","11.0","0.8","5.7","0.8","3.7","0.8","19.4","1.7","9.3","0.9","7.1","0.9","6.7","1.0","12.9","1.8","13.6","1.1","11.9","1.2","10.5","1.2","15.5","1.7","18.3","1.1","19.9","1.5","19.2","1.5","16.3","1.7","11.6","0.9","14.3","1.3","15.1","1.3","7.3","1.3","13.1","0.9","16.5","1.3","18.3","1.5","6.8","1.1","5.6","0.6","7.7","0.8","9.0","1.0","2.1","0.7","8.5","0.7","12.1","1.1","14.5","1.3","2.9","0.6","57959","1925","76010","2616","86867","3221","35865","2005","93768","3618","116514","5451","130152","6670","57075","4071","35.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.9","(X)"
"0500000US12086","Miami-Dade County, Florida","870051","2771","595092","3300","376630","3526","274959","2888","9.4","0.2","5.2","0.2","2.7","0.2","20.1","0.6","5.9","0.2","4.4","0.2","2.9","0.2","9.8","0.4","11.6","0.2","10.9","0.3","8.0","0.3","14.8","0.5","10.5","0.2","10.9","0.3","8.8","0.4","10.6","0.5","13.4","0.2","14.2","0.3","12.8","0.4","11.6","0.4","16.7","0.3","17.6","0.3","17.7","0.4","13.5","0.4","10.6","0.3","11.5","0.3","13.3","0.4","7.3","0.4","11.3","0.2","13.0","0.3","16.5","0.4","6.6","0.4","4.7","0.2","5.3","0.2","7.3","0.3","2.5","0.2","5.9","0.2","6.9","0.2","10.0","0.3","3.2","0.2","48982","492","55111","671","70622","794","29480","600","75744","682","84339","878","103811","1221","52189","1151","34.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.1","(X)"
"0500000US12087","Monroe County, Florida","30982","702","18053","720","14445","622","12929","556","5.3","0.8","2.6","0.9","1.9","0.8","9.5","1.5","4.1","0.7","2.0","0.6","1.4","0.5","7.2","1.3","6.3","0.9","5.1","1.1","3.5","1.0","9.0","1.4","9.5","1.1","7.9","1.2","5.2","1.1","12.9","2.2","12.5","1.2","11.0","1.5","9.7","1.6","15.0","1.6","17.2","1.4","19.4","2.0","18.9","2.1","14.4","2.3","14.9","1.1","15.7","1.4","17.3","1.6","12.1","1.6","14.5","1.1","16.8","1.5","18.9","1.6","10.1","1.4","6.5","0.8","8.0","1.1","9.5","1.3","3.7","0.9","9.3","0.9","11.4","1.2","13.7","1.5","6.1","1.4","67023","2323","78076","2646","87847","3157","44997","3177","99583","4869","114834","6381","N","N","74574","6639","42.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","41.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","41.3","(X)"
"0500000US12089","Nassau County, Florida","31241","476","22708","625","17881","702","8533","700","5.0","1.1","2.5","0.8","1.2","0.7","12.4","3.2","3.6","0.8","2.2","0.7","0.8","0.3","7.8","2.2","6.6","1.0","4.5","1.1","3.1","1.0","12.2","2.7","10.1","1.6","8.3","1.9","6.4","1.9","15.1","3.1","11.9","1.1","12.0","1.4","10.4","1.6","15.0","3.0","19.1","1.7","19.1","1.9","18.6","2.1","17.2","3.0","13.6","1.6","15.1","1.8","16.6","2.1","9.2","2.4","17.0","1.8","20.2","2.2","23.0","2.8","6.8","1.9","7.0","1.2","8.7","1.6","10.8","2.1","1.3","0.7","6.1","1.0","7.3","1.3","9.0","1.6","2.9","1.0","66297","2668","78017","3902","88295","3908","36665","2868","88805","4205","100503","5323","N","N","53114","3410","36.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.4","(X)"
"0500000US12091","Okaloosa County, Florida","77403","895","50129","878","38840","845","27274","788","4.8","0.5","3.1","0.5","0.9","0.3","9.1","1.4","3.5","0.4","1.6","0.4","0.7","0.3","7.3","1.1","8.9","0.8","6.5","0.8","4.0","0.8","14.0","1.3","9.7","0.8","6.5","0.8","4.5","0.6","16.0","1.7","13.0","1.0","12.7","1.2","10.2","1.2","15.0","1.5","19.7","1.0","20.4","1.2","22.1","1.4","16.9","1.4","14.2","0.9","16.5","1.1","18.3","1.2","9.3","1.2","16.5","0.8","19.8","1.1","23.4","1.4","9.0","1.2","5.3","0.5","7.1","0.7","8.9","0.9","1.8","0.5","4.5","0.5","5.9","0.8","7.1","0.9","1.6","0.5","62048","1837","74078","1821","85418","1876","38080","1953","79157","1829","91073","2132","102787","2447","54143","2615","33.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.5","(X)"
"0500000US12093","Okeechobee County, Florida","13759","384","9464","439","6747","396","4295","358","8.2","1.4","5.9","1.3","3.1","1.3","15.3","3.9","6.2","1.3","3.8","1.5","1.8","1.0","11.9","3.2","14.3","2.1","9.5","2.4","7.0","2.3","26.5","4.1","13.5","1.7","15.6","2.3","14.5","2.5","9.9","2.8","19.1","2.0","20.5","2.7","19.4","3.0","14.2","3.5","17.0","1.9","19.9","2.3","22.7","3.2","10.6","2.9","10.2","1.4","11.6","1.7","14.5","2.2","6.5","2.6","8.3","1.4","9.6","1.8","12.2","2.4","3.2","1.4","1.7","0.6","2.0","0.9","2.8","1.2","0.8","0.8","1.4","0.5","1.6","0.6","2.1","0.8","1.0","0.7","40367","2024","46329","2258","53012","3147","23595","1603","54057","3598","58195","2706","N","N","41260","7713","31.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.6","(X)"
"0500000US12095","Orange County, Florida","458613","2664","299990","2650","205408","2553","158623","2504","6.8","0.3","4.5","0.4","2.0","0.3","12.4","0.7","4.3","0.2","2.7","0.3","1.5","0.2","7.8","0.6","9.8","0.4","8.2","0.4","5.2","0.4","14.0","0.7","10.7","0.3","10.0","0.5","6.8","0.4","12.8","0.6","14.4","0.4","13.7","0.6","12.1","0.7","15.7","0.8","19.0","0.5","19.1","0.5","19.3","0.7","18.0","0.9","11.6","0.4","12.5","0.5","14.6","0.6","8.6","0.5","12.5","0.4","14.9","0.6","19.0","0.7","6.7","0.5","5.2","0.3","6.7","0.4","9.2","0.5","2.0","0.3","5.8","0.3","7.6","0.4","10.3","0.5","2.0","0.2","54335","575","63020","911","79410","1340","37295","836","78465","1017","90285","1548","108779","1905","52089","1414","36.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.5","(X)"
"0500000US12097","Osceola County, Florida","99158","1445","73233","1312","51142","1420","25925","1031","6.5","0.6","5.1","0.7","2.5","0.5","12.9","1.6","4.0","0.5","2.8","0.5","1.9","0.5","8.6","1.4","11.3","0.9","9.7","1.0","6.5","0.9","17.3","2.1","11.4","0.8","10.9","0.9","8.7","1.0","14.1","1.8","16.7","0.9","17.1","1.0","17.1","1.4","16.3","1.7","19.9","1.1","20.9","1.3","22.0","1.6","15.8","2.0","12.5","0.9","13.6","1.1","16.2","1.3","7.3","1.3","12.3","1.0","14.0","1.2","17.6","1.5","5.5","1.1","2.9","0.4","3.3","0.5","4.3","0.6","1.4","0.7","2.4","0.4","2.7","0.5","3.3","0.6","1.0","0.4","50063","1465","55221","1610","64818","2154","32488","1900","64322","1753","69011","2201","78550","2863","44060","2031","49.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","48.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","46.4","(X)"
"0500000US12099","Palm Beach County, Florida","548216","2650","341581","2555","253034","2546","206635","2705","5.9","0.2","3.5","0.2","1.9","0.2","10.9","0.5","4.0","0.2","2.4","0.2","1.3","0.2","7.1","0.4","9.7","0.2","6.6","0.3","4.1","0.3","15.6","0.5","9.7","0.3","8.3","0.4","6.5","0.4","12.4","0.5","13.0","0.3","12.4","0.4","10.7","0.5","14.1","0.6","17.4","0.4","17.2","0.4","16.6","0.5","17.0","0.6","11.5","0.3","13.1","0.4","14.3","0.5","8.3","0.4","13.8","0.3","16.9","0.5","20.1","0.6","7.8","0.4","6.3","0.2","8.3","0.3","10.2","0.4","2.7","0.2","8.7","0.2","11.3","0.3","14.4","0.4","4.1","0.3","59943","632","74536","851","89974","1237","39013","993","94302","1119","111728","1548","129995","1667","62501","1432","38.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.8","(X)"
"0500000US12101","Pasco County, Florida","199227","1567","131238","1708","98794","1688","67989","1454","6.0","0.3","4.0","0.4","1.9","0.3","11.4","0.8","5.5","0.4","2.6","0.3","1.6","0.3","11.2","0.9","11.5","0.5","8.0","0.5","5.9","0.5","19.3","1.0","11.3","0.5","9.7","0.5","8.4","0.5","14.7","0.9","15.5","0.6","15.4","0.7","14.7","0.7","15.8","0.9","18.5","0.5","20.4","0.7","20.4","0.8","14.2","0.8","12.2","0.5","14.6","0.6","16.3","0.7","6.5","0.6","11.9","0.4","15.1","0.6","18.2","0.8","4.6","0.6","4.3","0.3","5.6","0.5","6.8","0.6","1.4","0.3","3.5","0.2","4.7","0.4","5.8","0.5","0.9","0.2","50417","868","61860","1087","71448","1378","30193","607","68215","1029","79881","1344","89387","1637","42277","1296","34.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.5","(X)"
"0500000US12103","Pinellas County, Florida","407720","2588","227414","2609","167357","2126","180306","2266","6.8","0.3","4.0","0.3","2.0","0.2","10.9","0.5","4.9","0.2","2.3","0.2","1.2","0.2","8.5","0.5","11.3","0.3","6.5","0.3","4.2","0.3","17.8","0.6","11.3","0.3","9.3","0.4","7.6","0.4","14.3","0.6","14.4","0.4","13.6","0.5","11.7","0.5","15.7","0.6","17.4","0.4","18.9","0.6","18.9","0.7","15.2","0.5","11.8","0.3","14.6","0.5","16.6","0.7","7.8","0.4","12.3","0.3","16.6","0.6","19.8","0.6","6.2","0.4","4.8","0.2","6.9","0.4","8.8","0.4","1.8","0.2","4.8","0.2","7.2","0.3","9.2","0.5","1.7","0.2","51454","539","68522","1027","81120","1140","33710","650","74155","928","92964","1438","107278","1786","48378","916","36.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.3","(X)"
"0500000US12105","Polk County, Florida","231260","2106","159863","2108","116128","2009","71397","1738","6.7","0.3","4.9","0.4","2.4","0.4","12.3","0.8","5.1","0.3","3.0","0.3","1.6","0.3","10.3","0.8","11.4","0.4","8.8","0.5","5.8","0.5","18.8","0.9","11.6","0.4","10.4","0.5","8.5","0.6","15.1","0.8","16.7","0.6","16.7","0.6","15.8","0.8","16.2","0.9","19.7","0.6","21.3","0.8","22.8","0.8","15.2","0.8","11.9","0.5","14.1","0.6","17.0","0.8","5.7","0.6","10.8","0.4","13.2","0.6","16.5","0.8","4.2","0.5","3.3","0.3","3.9","0.4","5.0","0.5","1.3","0.4","2.8","0.2","3.5","0.3","4.6","0.4","1.0","0.3","48500","709","56156","933","66861","1370","30531","673","63849","957","72085","1268","83109","1589","41352","1245","42.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.6","(X)"
"0500000US12107","Putnam County, Florida","28264","653","17362","699","12284","582","10902","730","10.8","1.6","7.9","1.6","3.7","1.3","17.6","3.0","9.3","1.2","5.6","1.2","3.6","1.3","16.1","2.7","15.7","1.8","12.1","2.0","10.2","2.1","22.0","3.0","13.4","1.6","12.3","2.1","9.8","2.2","14.7","2.5","16.1","1.5","17.2","2.1","18.6","2.4","12.7","2.0","16.5","1.6","20.3","2.1","22.5","2.6","10.0","2.4","8.1","1.0","10.5","1.5","13.2","2.1","3.4","1.3","6.6","0.9","9.1","1.6","11.6","2.1","2.7","0.9","2.4","0.7","3.3","1.0","4.5","1.4","0.4","0.4","1.2","0.4","1.7","0.6","2.3","0.9","0.4","0.3","35649","1475","45202","3286","54263","2826","21708","1117","48542","1860","57846","3117","67974","3849","31243","1820","35.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.5","(X)"
"0500000US12109","St. Johns County, Florida","86268","1122","62079","1256","52058","1167","24189","1036","4.2","0.5","2.4","0.5","1.5","0.4","9.3","1.6","2.6","0.4","1.4","0.3","0.9","0.4","5.9","1.1","5.9","0.7","4.1","0.6","2.0","0.4","11.5","1.8","7.5","0.7","4.7","0.6","3.5","0.6","15.0","2.0","11.5","0.8","9.9","0.9","9.1","1.0","15.7","1.9","16.9","1.0","16.0","1.2","15.1","1.4","19.5","1.8","12.7","0.9","14.3","1.2","15.0","1.4","8.0","1.3","17.5","0.9","21.0","1.3","22.7","1.5","8.0","1.6","9.8","0.9","12.0","1.2","13.5","1.3","3.7","1.1","11.4","1.1","14.3","1.3","16.6","1.5","3.4","1.2","77323","2318","94347","3148","105917","2494","42976","2673","107878","3438","125168","4162","136983","4463","60112","3690","37.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.7","(X)"
"0500000US12111","St. Lucie County, Florida","112872","1511","76444","1655","57509","1680","36428","1435","6.6","0.7","4.0","0.6","1.9","0.5","12.9","1.6","5.2","0.6","3.0","0.7","1.9","0.5","10.2","1.6","11.4","0.9","7.9","0.9","5.5","0.9","19.4","2.0","11.7","0.8","10.6","0.9","8.9","1.0","14.2","1.6","15.7","0.9","16.5","1.2","15.7","1.5","14.7","1.6","19.9","1.1","22.0","1.5","23.3","1.6","14.7","1.9","12.9","1.0","15.8","1.3","18.6","1.8","6.3","1.1","10.2","0.9","12.3","1.3","14.8","1.5","5.2","1.1","3.3","0.4","4.0","0.6","5.0","0.8","1.3","0.4","3.2","0.4","3.9","0.6","4.4","0.6","1.1","0.5","49373","1326","58022","1520","66190","2373","30414","1791","65145","1493","74544","2130","83317","2618","42208","1842","34.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.1","(X)"
"0500000US12113","Santa Rosa County, Florida","61345","755","45866","928","35990","950","15479","914","4.5","0.7","3.0","0.8","1.2","0.5","9.8","1.7","3.3","0.6","1.8","0.6","1.0","0.5","8.3","1.7","7.5","0.8","6.1","1.0","3.0","0.8","14.7","2.3","7.7","0.9","6.2","0.9","4.5","0.8","12.1","2.0","13.2","1.1","13.3","1.3","12.2","1.2","13.4","1.9","20.2","1.1","20.5","1.4","21.0","1.6","19.5","2.2","15.3","1.3","16.6","1.4","18.5","1.7","8.7","2.1","17.0","1.2","19.3","1.5","23.1","1.7","7.9","2.2","6.5","0.8","7.0","0.9","8.5","1.1","4.3","1.4","4.9","0.7","6.1","0.9","7.1","1.0","1.2","0.7","66242","2140","73041","3081","85358","1997","40160","3654","83602","2298","91592","3042","102688","3726","54617","3771","28.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.2","(X)"
"0500000US12115","Sarasota County, Florida","180551","1748","110416","2031","89667","2090","70135","1809","4.8","0.4","2.4","0.3","1.6","0.3","9.1","0.8","4.0","0.3","1.5","0.3","1.0","0.2","8.0","0.7","9.3","0.5","5.1","0.6","4.2","0.6","16.2","0.9","10.1","0.5","7.8","0.6","6.2","0.5","14.5","1.0","14.1","0.6","13.6","0.8","12.4","0.8","15.6","1.1","19.3","0.7","20.5","1.0","20.2","1.0","17.3","1.1","12.3","0.5","14.6","0.8","15.6","0.8","7.6","0.7","13.5","0.6","17.1","0.8","18.8","0.8","6.9","0.7","5.5","0.3","7.4","0.5","8.5","0.6","2.1","0.4","7.2","0.4","9.9","0.6","11.5","0.7","2.7","0.5","58644","1090","73749","1349","81379","1806","36886","1112","85906","1452","104221","2027","113108","2478","54604","2088","44.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","44.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","43.8","(X)"
"0500000US12117","Seminole County, Florida","167304","1310","111371","1538","85151","1506","55933","1487","5.7","0.5","3.3","0.5","2.0","0.5","11.2","1.1","3.3","0.3","1.9","0.3","1.1","0.3","6.5","0.8","8.3","0.5","5.6","0.5","3.8","0.5","14.5","1.2","9.0","0.5","7.8","0.6","5.6","0.6","12.5","1.0","12.6","0.5","11.3","0.7","9.0","0.7","15.6","1.1","18.6","0.7","18.1","0.8","16.9","0.8","19.5","1.3","13.4","0.6","14.5","0.8","16.1","0.9","9.9","1.0","15.2","0.6","18.8","0.8","22.2","1.0","7.0","0.9","6.8","0.4","9.1","0.7","11.2","0.8","1.8","0.4","7.1","0.4","9.6","0.6","12.1","0.7","1.5","0.4","63760","1153","79177","1920","93430","1604","39522","1213","86617","1279","102552","1734","117076","2261","50957","1633","40.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.9","(X)"
